drug_name,pubchem_id,smile,micro_name,micro_tid,dis_Sname,dis_MESH
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia intestinalis,166486,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia hominis,301301,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Bifidobacterium longum,216816,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus salivarius,1304,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus parasanguinis,1318,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Parabacteroides distasonis,823,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Odoribacter splanchnicus,28118,Fibrosis,MESH:D005355
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia intestinalis,166486,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia hominis,301301,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus salivarius,1304,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus parasanguinis,1318,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Parabacteroides distasonis,823,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Odoribacter splanchnicus,28118,Liver Cirrhosis,MESH:D008103
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Erysipelatoclostridium ramosum,1547,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Dorea formicigenerans,39486,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Ruminococcus obeum,40520,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia intestinalis,166486,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Eggerthella lenta,84112,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Bifidobacterium adolescentis,1680,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Collinsella aerofaciens,74426,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus salivarius,1304,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Parabacteroides distasonis,823,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Clostridioides difficile,1496,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Clostridium perfringens,1502,Colorectal Neoplasms,MESH:D015179
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Roseburia hominis,301301,Fatigue,MESH:D005221
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Bifidobacterium adolescentis,1680,Lung Neoplasms,MESH:D008175
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Bifidobacterium longum,216816,Lung Neoplasms,MESH:D008175
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Parabacteroides distasonis,823,Lung Neoplasms,MESH:D008175
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Eggerthella lenta,84112,Breast Neoplasms,MESH:D001943
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Streptococcus salivarius,1304,Cholestasis,MESH:D002779
Doxorubicin hydrochloride,443939,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Coprococcus comes,410072,Cholestasis,MESH:D002779
Chlorothalonil,15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,Lactobacillaceae,33958,Parkinson Disease,MESH:D010300
Epigallocatechin Gallate,65064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Streptococcus mutans,1309,"Diabetes Mellitus, Type 2",MESH:D003924
Epigallocatechin Gallate,65064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Serratia marcescens,615,Colorectal Neoplasms,MESH:D015179
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Parabacteroides merdae,46503,Infections,MESH:D007239
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Bifidobacterium longum,216816,Diarrhea,MESH:D003967
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Bacteroides uniformis,820,Diarrhea,MESH:D003967
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Coprococcus comes,410072,Diarrhea,MESH:D003967
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Streptococcus parasanguinis,1318,Endocarditis,MESH:D004696
Vancomycin hydrochloride,6420023,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Bacteroides thetaiotaomicron,818,Hypertension,MESH:D006973
Thiothixene,941651,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Clostridium sp.,1506,Hypertension,MESH:D006973
Thiothixene,941651,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Clostridium sp.,1506,Schizophrenia,MESH:D012559
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Bifidobacterium adolescentis,1680,Asthma,MESH:D001249
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Erysipelatoclostridium ramosum,1547,Migraine Disorders,MESH:D008881
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Bifidobacterium adolescentis,1680,Migraine Disorders,MESH:D008881
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Clostridioides difficile,1496,"Dermatitis, Atopic",MESH:D003876
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Roseburia intestinalis,166486,Cystic Fibrosis,MESH:D003550
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Bifidobacterium adolescentis,1680,Cystic Fibrosis,MESH:D003550
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Bacteroides xylanisolvens,371601,Cystic Fibrosis,MESH:D003550
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Clostridioides difficile,1496,Cystic Fibrosis,MESH:D003550
Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Clostridium perfringens,1502,Cystic Fibrosis,MESH:D003550
Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,Clostridium,1485,Parkinson Disease,MESH:D010300
Zotepine,5736,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Akkermansia muciniphila,239935,Schizophrenia,MESH:D012559
Levofloxacin,149096,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Veillonella,29465,Stevens-Johnson Syndrome,MESH:D013262
Quinapril,54892,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,Clostridium sp.,1506,Heart Failure,MESH:D006333
Quinapril,54892,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,Clostridium sp.,1506,Hypertension,MESH:D006973
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Roseburia hominis,301301,Urinary Bladder Neoplasms,MESH:D001749
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Coprococcus comes,410072,Diarrhea,MESH:D003967
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Escherichia coli,562,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Dorea formicigenerans,39486,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Ruminococcus obeum,40520,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Roseburia intestinalis,166486,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Bifidobacterium adolescentis,1680,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Collinsella aerofaciens,74426,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Proteobacteria,1224,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Firmicutes,1239,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Actinobacteria,1760,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Streptococcus salivarius,1304,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Comamonas,283,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Clostridium perfringens,1502,Colorectal Neoplasms,MESH:D015179
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Bifidobacterium adolescentis,1680,Lung Neoplasms,MESH:D008175
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Proteobacteria,1224,Lung Neoplasms,MESH:D008175
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Firmicutes,1239,Lung Neoplasms,MESH:D008175
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Actinobacteria,1760,Lung Neoplasms,MESH:D008175
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Comamonas,283,Lung Neoplasms,MESH:D008175
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Proteobacteria,1224,Pancreatic Neoplasms,MESH:D010190
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Firmicutes,1239,Pancreatic Neoplasms,MESH:D010190
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Escherichia coli,562,Breast Neoplasms,MESH:D001943
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Proteobacteria,1224,Breast Neoplasms,MESH:D001943
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Firmicutes,1239,Breast Neoplasms,MESH:D001943
Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Actinobacteria,1760,Breast Neoplasms,MESH:D001943
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Acinetobacter baumannii,470,Stomach Neoplasms,MESH:D013274
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Escherichia coli,562,Liver Neoplasms,MESH:D008113
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Escherichia coli,562,Colorectal Neoplasms,MESH:D015179
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Acinetobacter baumannii,470,Colorectal Neoplasms,MESH:D015179
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Escherichia coli,562,Breast Neoplasms,MESH:D001943
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Acinetobacter baumannii,470,Breast Neoplasms,MESH:D001943
Daunorubicin,30323,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,Escherichia coli,562,"Carcinoma, Hepatocellular",MESH:D006528
Daunorubicin,30323,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,Escherichia coli,562,Pneumonia,MESH:D011014
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Bacteroides caccae,47678,Osteoarthritis,MESH:D010003
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Bacteroides uniformis,820,Osteoarthritis,MESH:D010003
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Bacteroides uniformis,820,Polycystic Ovary Syndrome,MESH:D011085
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Bacteroides ovatus,28116,Polycystic Ovary Syndrome,MESH:D011085
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Streptococcus salivarius,1304,Hyperglycemia,MESH:D006943
Diacerein,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Veillonella parvula,29466,Hyperglycemia,MESH:D006943
Esculetin,5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O,Escherichia coli,562,"Colitis, Ulcerative",MESH:D003093
Reserpine,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Streptococcus mutans,1309,Parkinson Disease,MESH:D010300
Cephaloridine,5773,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,Enterococcus,1350,Brain Diseases,MESH:D001927
Cyproterone acetate,9880,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,Clostridium sp.,1506,Liver Neoplasms,MESH:D008113
Cyproterone acetate,9880,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,Clostridium sp.,1506,Fibrosis,MESH:D005355
Cyproterone acetate,9880,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,Clostridium sp.,1506,Cholestasis,MESH:D002779
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Escherichia coli,562,Liver Neoplasms,MESH:D008113
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Bacteroides caccae,47678,Liver Neoplasms,MESH:D008113
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Bacteroides uniformis,820,Liver Neoplasms,MESH:D008113
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Phocaeicola vulgatus,821,Liver Neoplasms,MESH:D008113
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Prevotella copri,165179,Liver Neoplasms,MESH:D008113
Floxuridine,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Bacteroides ovatus,28116,Liver Neoplasms,MESH:D008113
